index,Fullpathname,classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,label
812,\src\com\eteks\sweethome3d\io\FileUserPreferences.PortablePreferences.java,PortablePreferences,127,3,12,0,1,FALSE,FALSE,2,FALSE,FALSE,2,5,9,7,TRUE,FALSE,TRUE,TRUE,FALSE,private,1,2,9,FALSE,Structurer
813,\src\com\eteks\sweethome3d\io\FileUserPreferences.PreferencesURLContent.java,PreferencesURLContent,33,0,0,0,0,FALSE,FALSE,5,FALSE,FALSE,0,0,2,0,TRUE,FALSE,TRUE,TRUE,FALSE,private,0,0,0,FALSE,Service Provider
814,\src\com\eteks\sweethome3d\io\HomeContentContext.java,HomeContentContext,250,7,9,0,2,FALSE,FALSE,3,FALSE,FALSE,18,7,22,25,TRUE,FALSE,FALSE,TRUE,FALSE,default,4,5,0,FALSE,Structurer
815,\src\com\eteks\sweethome3d\io\HomeFileRecorder.java,HomeFileRecorder,328,6,5,0,2,FALSE,FALSE,3,TRUE,FALSE,10,4,18,19,TRUE,FALSE,FALSE,TRUE,FALSE,public,3,0,2,FALSE,Service Provider
816,\src\com\eteks\sweethome3d\io\HomeURLContent.java,HomeURLContent,30,0,0,0,0,FALSE,FALSE,5,FALSE,FALSE,0,0,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Service Provider
817,\src\com\eteks\sweethome3d\io\HomeXMLExporter.java,HomeXMLExporter,641,3,25,1,2,FALSE,FALSE,5,TRUE,FALSE,26,53,27,207,TRUE,FALSE,FALSE,TRUE,FALSE,public,1,3,20,FALSE,Service Provider
818,\src\com\eteks\sweethome3d\io\HomeXMLExporter.PieceOfFurnitureExporter.java,PieceOfFurnitureExporter,158,0,2,0,0,FALSE,FALSE,4,TRUE,FALSE,9,4,9,76,TRUE,FALSE,TRUE,TRUE,FALSE,protected,0,0,2,FALSE,Service Provider
819,\src\com\eteks\sweethome3d\io\HomeXMLHandler.java,HomeXMLHandler,1708,26,45,14,2,FALSE,FALSE,5,TRUE,FALSE,110,98,46,95,TRUE,FALSE,FALSE,TRUE,FALSE,public,6,25,13,FALSE,Controller
820,\src\com\eteks\sweethome3d\io\HomeXMLHandler.JoinedWall.java,JoinedWall,374,3,3,0,3,FALSE,FALSE,2,FALSE,FALSE,0,0,1,0,TRUE,FALSE,TRUE,TRUE,FALSE,private,3,0,0,FALSE,Information Holder
821,\src\com\eteks\sweethome3d\io\ObjectXMLExporter.java,ObjectXMLExporter,63,0,4,0,1,FALSE,FALSE,5,TRUE,FALSE,1,7,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,public,1,0,3,TRUE,Service Provider
822,\src\com\eteks\sweethome3d\io\URLContentClassLoader.java,URLContentClassLoader,46,1,1,0,1,FALSE,FALSE,6,TRUE,FALSE,0,1,5,1,TRUE,FALSE,FALSE,TRUE,FALSE,default,1,0,0,FALSE,Service Provider
823,\src\com\eteks\sweethome3d\io\XMLWriter.java,XMLWriter,218,3,20,0,0,FALSE,FALSE,4,TRUE,FALSE,13,38,6,5,TRUE,FALSE,FALSE,TRUE,FALSE,public,18,2,0,FALSE,Service Provider
824,\src\com\eteks\sweethome3d\j3d\Component3DManager.java,Component3DManager,355,6,11,1,8,FALSE,FALSE,3,TRUE,FALSE,20,12,27,21,TRUE,FALSE,FALSE,TRUE,FALSE,public,9,2,0,FALSE,Service Provider
825,\src\com\eteks\sweethome3d\j3d\Component3DManager.ObservedCanvas3D.java,ObservedCanvas3D,76,3,4,0,0,FALSE,FALSE,3,FALSE,FALSE,2,1,7,3,TRUE,FALSE,TRUE,TRUE,FALSE,private,4,0,0,FALSE,Coordinator
826,\src\com\eteks\sweethome3d\j3d\Component3DManager.RenderingErrorListenerManager.java,RenderingErrorListenerManager,44,0,1,1,0,FALSE,FALSE,4,TRUE,FALSE,1,2,3,1,TRUE,FALSE,TRUE,TRUE,FALSE,private,1,0,0,FALSE,Service Provider
827,\src\com\eteks\sweethome3d\j3d\Component3DManager.RenderingErrorObserver.java,RenderingErrorObserver,28,0,0,0,0,FALSE,FALSE,3,TRUE,FALSE,0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,public,0,0,0,FALSE,Service Provider
828,\src\com\eteks\sweethome3d\j3d\Component3DManager.RenderingObserver.java,RenderingObserver,40,0,0,0,0,FALSE,FALSE,2,TRUE,FALSE,0,0,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,public,0,0,0,FALSE,Service Provider
829,\src\com\eteks\sweethome3d\j3d\DAELoader.DAEHandler.java,DAEHandler,964,57,16,0,6,FALSE,FALSE,4,TRUE,FALSE,79,25,44,72,TRUE,FALSE,TRUE,TRUE,FALSE,private,4,12,0,FALSE,Controller
830,\src\com\eteks\sweethome3d\j3d\DAELoader.java,DAELoader,148,1,7,1,0,FALSE,FALSE,4,TRUE,FALSE,3,9,20,10,TRUE,FALSE,FALSE,TRUE,FALSE,public,4,3,0,FALSE,Service Provider
831,\src\com\eteks\sweethome3d\j3d\Ground3D.java,Ground3D,389,4,6,0,2,FALSE,FALSE,2,FALSE,FALSE,27,13,24,71,TRUE,FALSE,FALSE,TRUE,FALSE,public,1,5,0,FALSE,Coordinator
832,\src\com\eteks\sweethome3d\j3d\Ground3D.LevelAreas.java,LevelAreas,59,6,6,0,6,FALSE,FALSE,2,FALSE,FALSE,0,0,2,0,TRUE,FALSE,TRUE,TRUE,FALSE,private,6,0,0,FALSE,Information Holder
833,\src\com\eteks\sweethome3d\j3d\HomePieceOfFurniture3D.DefaultMaterialAndTexture.java,DefaultMaterialAndTexture,64,6,6,0,6,FALSE,FALSE,4,FALSE,FALSE,0,0,7,6,TRUE,FALSE,TRUE,TRUE,FALSE,private,6,0,0,FALSE,Information Holder
834,\src\com\eteks\sweethome3d\j3d\HomePieceOfFurniture3D.java,HomePieceOfFurniture3D,934,6,28,8,5,FALSE,FALSE,5,FALSE,FALSE,64,40,49,166,TRUE,FALSE,FALSE,TRUE,FALSE,public,1,27,0,FALSE,Service Provider
835,\src\com\eteks\sweethome3d\j3d\HomePieceOfFurniture3D.LightSelectionListener.java,LightSelectionListener,43,1,1,0,0,FALSE,FALSE,3,TRUE,FALSE,1,1,4,3,TRUE,FALSE,TRUE,TRUE,FALSE,private,1,0,0,FALSE,Service Provider
836,\src\com\eteks\sweethome3d\j3d\Label3D.java,Label3D,223,8,2,0,0,FALSE,FALSE,2,FALSE,FALSE,12,0,29,30,TRUE,FALSE,FALSE,TRUE,FALSE,public,1,1,0,FALSE,Controller
837,\src\com\eteks\sweethome3d\j3d\Max3DSLoader.Chunk3DS.java,Chunk3DS,57,3,5,0,3,FALSE,FALSE,3,FALSE,FALSE,1,1,2,0,TRUE,FALSE,TRUE,TRUE,FALSE,private,5,0,0,FALSE,Information Holder
838,\src\com\eteks\sweethome3d\j3d\Max3DSLoader.ChunkID.java,ChunkID,257,218,1,0,0,FALSE,FALSE,3,FALSE,FALSE,1,1,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,private,1,0,0,FALSE,Information Holder
839,\src\com\eteks\sweethome3d\j3d\Max3DSLoader.ChunksInputStream.java,ChunksInputStream,185,2,15,0,1,FALSE,FALSE,3,FALSE,FALSE,11,3,8,25,TRUE,FALSE,TRUE,TRUE,FALSE,private,12,3,0,FALSE,Information Holder
840,\src\com\eteks\sweethome3d\j3d\Max3DSLoader.Face3DS.java,Face3DS,65,5,8,3,5,FALSE,FALSE,3,FALSE,FALSE,0,3,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,private,8,0,0,FALSE,Information Holder
841,\src\com\eteks\sweethome3d\j3d\Max3DSLoader.java,Max3DSLoader,1140,12,22,1,1,FALSE,FALSE,4,TRUE,FALSE,78,26,53,199,TRUE,FALSE,FALSE,TRUE,FALSE,public,4,18,0,FALSE,Controller
842,\src\com\eteks\sweethome3d\j3d\Max3DSLoader.Material3DS.java,Material3DS,73,8,8,0,7,FALSE,FALSE,3,FALSE,FALSE,0,0,2,0,TRUE,FALSE,TRUE,TRUE,FALSE,private,8,0,0,FALSE,Information Holder
843,\src\com\eteks\sweethome3d\j3d\Max3DSLoader.Mesh3DS.java,Mesh3DS,62,6,5,0,5,FALSE,FALSE,3,FALSE,FALSE,0,0,3,0,TRUE,FALSE,TRUE,TRUE,FALSE,private,5,0,0,FALSE,Information Holder
844,\src\com\eteks\sweethome3d\j3d\Max3DSLoader.Mesh3DSSharedVertex.java,Mesh3DSSharedVertex,48,3,4,1,3,FALSE,FALSE,5,FALSE,FALSE,0,1,1,0,TRUE,FALSE,TRUE,TRUE,FALSE,private,4,0,0,FALSE,Information Holder
845,\src\com\eteks\sweethome3d\j3d\ModelManager.java,ModelManager,1759,14,45,0,22,FALSE,FALSE,2,TRUE,FALSE,134,111,87,200,TRUE,FALSE,FALSE,TRUE,FALSE,public,19,22,0,FALSE,Controller
846,\src\com\eteks\sweethome3d\j3d\ModelManager.ModelObserver.java,ModelObserver,34,0,0,0,0,FALSE,FALSE,2,TRUE,FALSE,0,0,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,public,0,0,0,FALSE,Service Provider
847,\src\com\eteks\sweethome3d\j3d\ModelManager.SVGPathSupport.java,SVGPathSupport,48,0,1,0,0,FALSE,FALSE,5,FALSE,FALSE,0,1,5,1,TRUE,FALSE,TRUE,TRUE,FALSE,private,1,0,0,FALSE,Service Provider
848,\src\com\eteks\sweethome3d\j3d\Object3DBranch.java,Object3DBranch,355,9,7,0,7,FALSE,FALSE,3,FALSE,FALSE,31,17,25,32,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,7,TRUE,Structurer
849,\src\com\eteks\sweethome3d\j3d\Object3DBranch.TextureKey.java,TextureKey,50,4,2,0,0,FALSE,FALSE,2,FALSE,FALSE,0,1,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,private,2,0,0,FALSE,Information Holder
850,\src\com\eteks\sweethome3d\j3d\Object3DBranchFactory.java,Object3DBranchFactory,49,0,1,0,0,FALSE,FALSE,4,FALSE,FALSE,1,3,7,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,1,0,0,FALSE,Service Provider
851,\src\com\eteks\sweethome3d\j3d\OBJLoader.Face.java,Face,62,2,3,0,1,FALSE,FALSE,1,FALSE,FALSE,1,0,1,2,TRUE,FALSE,TRUE,TRUE,FALSE,private,3,0,0,FALSE,Information Holder
852,\src\com\eteks\sweethome3d\j3d\OBJLoader.Geometry.java,Geometry,67,3,4,0,3,FALSE,FALSE,1,FALSE,FALSE,1,0,1,3,TRUE,FALSE,TRUE,TRUE,FALSE,private,4,0,0,TRUE,Information Holder
853,\src\com\eteks\sweethome3d\j3d\OBJLoader.Group.java,Group,52,2,3,0,2,FALSE,FALSE,1,FALSE,FALSE,0,1,2,1,TRUE,FALSE,TRUE,TRUE,FALSE,private,3,0,0,FALSE,Information Holder
854,\src\com\eteks\sweethome3d\j3d\OBJLoader.java,OBJLoader,1817,11,18,1,2,FALSE,FALSE,4,TRUE,FALSE,79,28,46,129,TRUE,FALSE,FALSE,TRUE,FALSE,public,4,14,0,FALSE,Service Provider
